time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,old_la_code,la_name,breakdown_topic,breakdown,personal_budget,org_arrangments,pb_health,pb_education,pb_social,pb_integrated
202021,Academic year,Local authority,E92000001,England,E12000002,North West,E10000006,909,Cumbria,All personal budgets,All personal budgets,297,0,0,3,294,0
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,All personal budgets,All personal budgets,3,1,0,2,0,0
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,All personal budgets,All personal budgets,5,0,0,5,0,0
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000018,372,Rotherham,All personal budgets,All personal budgets,91,91,0,1,0,2
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000019,373,Sheffield,All personal budgets,All personal budgets,366,0,6,8,330,22
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000032,380,Bradford,All personal budgets,All personal budgets,284,0,7,6,257,14
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000033,381,Calderdale,All personal budgets,All personal budgets,60,41,2,14,0,3
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000034,382,Kirklees,All personal budgets,All personal budgets,14,5,0,12,0,2
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000035,383,Leeds,All personal budgets,All personal budgets,20,3,0,18,0,1
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000036,384,Wakefield,All personal budgets,All personal budgets,96,0,6,4,83,3
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000010,810,"Kingston upon Hull, City of",All personal budgets,All personal budgets,183,0,109,4,70,0
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000011,811,East Riding of Yorkshire,All personal budgets,All personal budgets,203,37,1,20,136,12
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000012,812,North East Lincolnshire,All personal budgets,All personal budgets,58,45,7,6,44,3
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000013,813,North Lincolnshire,All personal budgets,All personal budgets,52,2,2,1,47,0
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E10000023,815,North Yorkshire,All personal budgets,All personal budgets,164,1,0,10,146,7
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000014,816,York,All personal budgets,All personal budgets,176,5,9,19,148,0
202021,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000007,830,Derbyshire,All personal budgets,All personal budgets,181,0,0,17,159,5
202021,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000015,831,Derby,All personal budgets,All personal budgets,160,37,1,46,96,17
202021,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,855,Leicestershire,All personal budgets,All personal budgets,6,2,0,4,0,0
202021,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,856,Leicester,All personal budgets,All personal budgets,18,0,0,9,9,0
202021,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000017,857,Rutland,All personal budgets,All personal budgets,2,0,0,2,0,0
202021,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,891,Nottinghamshire,All personal budgets,All personal budgets,704,154,0,8,581,6
202021,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,All personal budgets,All personal budgets,283,96,0,5,163,19
202021,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,All personal budgets,All personal budgets,130,0,0,15,115,0
202021,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000021,928,Northamptonshire,All personal budgets,All personal budgets,4,2,0,2,0,0
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,330,Birmingham,All personal budgets,All personal budgets,301,24,0,16,261,0
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,All personal budgets,All personal budgets,35,19,0,17,1,0
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,All personal budgets,All personal budgets,141,0,2,1,140,0
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,All personal budgets,All personal budgets,232,23,0,152,57,0
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,All personal budgets,All personal budgets,0,0,0,0,0,0
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,All personal budgets,All personal budgets,120,38,3,7,57,15
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000031,336,Wolverhampton,All personal budgets,All personal budgets,91,0,12,2,77,7
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,860,Staffordshire,All personal budgets,All personal budgets,12,1,0,11,0,0
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000021,861,Stoke-on-Trent,All personal budgets,All personal budgets,8,0,0,8,0,0
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000019,884,"Herefordshire, County of",All personal budgets,All personal budgets,3,0,0,3,0,0
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000034,885,Worcestershire,All personal budgets,All personal budgets,14,6,1,7,0,0
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000051,893,Shropshire,All personal budgets,All personal budgets,66,42,8,2,15,0
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000020,894,Telford and Wrekin,All personal budgets,All personal budgets,226,43,2,4,183,0
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000031,937,Warwickshire,All personal budgets,All personal budgets,313,0,0,0,300,13
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000032,821,Luton,All personal budgets,All personal budgets,234,39,0,5,190,0
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000055,822,Bedford,All personal budgets,All personal budgets,86,7,0,0,76,3
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000056,823,Central Bedfordshire,All personal budgets,All personal budgets,77,0,0,0,69,8
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000003,873,Cambridgeshire,All personal budgets,All personal budgets,1004,371,0,18,743,33
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,All personal budgets,All personal budgets,1,0,0,0,0,1
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,All personal budgets,All personal budgets,18,7,0,18,0,1
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,All personal budgets,All personal budgets,6,1,1,2,2,0
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,All personal budgets,All personal budgets,112,0,0,0,111,1
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000015,919,Hertfordshire,All personal budgets,All personal budgets,663,84,6,3,604,29
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000020,926,Norfolk,All personal budgets,All personal budgets,885,30,16,30,823,0
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000029,935,Suffolk,All personal budgets,All personal budgets,1234,11,10,18,1208,20
202021,Academic year,Local authority,E92000001,England,E12000007,London,E09000001,201,City of London,All personal budgets,All personal budgets,8,3,0,0,5,0
202021,Academic year,Local authority,E92000001,England,E12000007,London,E09000007,202,Camden,All personal budgets,All personal budgets,4,0,0,4,0,0
202021,Academic year,Local authority,E92000001,England,E12000007,London,E09000011,203,Greenwich,All personal budgets,All personal budgets,368,73,12,1,323,3
202021,Academic year,Local authority,E92000001,England,E12000007,London,E09000012,204,Hackney,All personal budgets,All personal budgets,1,1,0,0,0,0
202021,Academic year,Local authority,E92000001,England,E12000007,London,E09000013,205,Hammersmith and Fulham,All personal budgets,All personal budgets,252,100,0,57,195,86
202021,Academic year,Local authority,E92000001,England,E12000007,London,E09000019,206,Islington,All personal budgets,All personal budgets,253,141,1,3,209,5
202021,Academic year,Local authority,E92000001,England,E12000007,London,E09000020,207,Kensington and Chelsea,All personal budgets,All personal budgets,10,0,0,6,3,1
202021,Academic year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,All personal budgets,All personal budgets,216,0,0,11,205,0
202021,Academic year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,All personal budgets,All personal budgets,296,0,1,10,285,0
202021,Academic year,Local authority,E92000001,England,E12000007,London,E09000028,210,Southwark,All personal budgets,All personal budgets,301,58,3,16,224,0
202021,Academic year,Local authority,E92000001,England,E12000007,London,E09000030,211,Tower Hamlets,All personal budgets,All personal budgets,18,0,0,18,0,0
202021,Academic year,Local authority,E92000001,England,E12000007,London,E09000032,212,Wandsworth,All personal budgets,All personal budgets,58,0,10,7,41,0
202021,Academic year,Local authority,E92000001,England,E12000007,London,E09000033,213,Westminster,All personal budgets,All personal budgets,6,0,0,4,1,1
202021,Academic year,Local authority,E92000001,England,E12000007,London,E09000002,301,Barking and Dagenham,All personal budgets,All personal budgets,65,0,0,0,65,0
202021,Academic year,Local authority,E92000001,England,E12000007,London,E09000003,302,Barnet,All personal budgets,All personal budgets,14,0,0,11,0,3
202021,Academic year,Local authority,E92000001,England,E12000007,London,E09000004,303,Bexley,All personal budgets,All personal budgets,160,0,1,7,153,0
202021,Academic year,Local authority,E92000001,England,E12000007,London,E09000005,304,Brent,All personal budgets,All personal budgets,182,0,0,17,165,0
202021,Academic year,Local authority,E92000001,England,E12000007,London,E09000006,305,Bromley,All personal budgets,All personal budgets,207,0,8,11,180,8
202021,Academic year,Local authority,E92000001,England,E12000007,London,E09000008,306,Croydon,All personal budgets,All personal budgets,0,0,0,0,0,0
202021,Academic year,Local authority,E92000001,England,E12000007,London,E09000009,307,Ealing,All personal budgets,All personal budgets,21,0,0,21,0,0
202021,Academic year,Local authority,E92000001,England,E12000007,London,E09000010,308,Enfield,All personal budgets,All personal budgets,0,0,0,0,0,0
202021,Academic year,Local authority,E92000001,England,E12000007,London,E09000014,309,Haringey,All personal budgets,All personal budgets,298,4,1,6,287,0
202021,Academic year,Local authority,E92000001,England,E12000007,London,E09000015,310,Harrow,All personal budgets,All personal budgets,2,0,0,2,0,0
202021,Academic year,Local authority,E92000001,England,E12000007,London,E09000016,311,Havering,All personal budgets,All personal budgets,198,60,0,0,149,9
202021,Academic year,Local authority,E92000001,England,E12000007,London,E09000017,312,Hillingdon,All personal budgets,All personal budgets,4,1,0,3,0,0
